name,official_school_name,place_id,Number who sat the Leaving Cert in June 2017,UCD,TCD,DCU,UL,Maynooth University,NUIG,UCC,St. Angela’s,QUB,Ulster University,Blanchardstown IT,National College of Ireland,DIT,Tallaght,Athlone IT,CIT,Dundalk,Galway-Mayo IT,IADT,IT Carlow,IT Sligo,IT Tralee,IT Letterkenny,IT Limerick,IT Waterford,Marino Institute of Education,Mary Immaculate,NCAD,RCSI,Griffith College,Dublin Business School,Irish College for Humanities and Applied Sciences,Total number (all years) who,  Totalprogression(allyears)to 
"Moyne Community School, Moyne ",Moyne Community School,ChIJB-HNPiR3XkgROXSoL3we34M,107,9,8,8,4,6,13,0,0,0,0,0,0,2,0,5,1,2,18,1,0,5,2,1,2,0,0,0,0,0,0,1,0,88,0.82
"Cnoc Mhuire, Clochar na Trocaire, Granard ",Cnoc Mhuire Secondary School,ChIJuQA6p5beXUgROx8ON_ha3mE,75,5,5,9,2,4,7,0,0,0,0,1,0,2,0,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,57,0.76
"Ballymahon Vocational School, Ballymahon, Longford ",Ballymahon Vocational School,ChIJHb9CqHvLXUgR2eOPg17QjQQ,91,4,1,1,2,9,3,0,0,0,0,0,0,1,0,17,0,0,9,0,2,8,0,1,0,1,0,0,0,0,0,0,0,59,0.65
"Ardscoil Phadraig, Granard, Longford ",Ardscoil Phadraig,ChIJP16EbpbeXUgRTpklrT9rfBs,23,0,0,1,2,1,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14,0.61
"Templemichael College, Templemichael, Longford ",Templemichael College,ChIJ8zC7epDTXUgRHv2JfRAeFmE,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0.23
"St Mary’s Diocesan School, Beamore Road, Drogheda ",Saint Mary's Diocesan School,ChIJCXAm6Sg6Z0gR2xs8UfZ8YNM,117,2,7,20,0,11,4,0,0,0,0,3,0,15,1,0,1,45,2,1,2,0,1,2,1,1,1,0,0,0,1,0,0,121,1.03
"Sacred Heart School, Sunnyside,, Drogheda ",Sacred Heart Secondary School,ChIJ0ddXmiU6Z0gRPOL9oeI9y5w,101,10,14,20,3,4,2,1,0,0,0,3,2,8,0,0,0,24,1,2,0,1,0,3,1,0,1,0,3,0,0,0,0,103,1.02
"Mean Scoil Naomh Uinseann, Seatown Place, Dundalk ",St Vincent's Secondary School,ChIJF0kWdJ_OYEgRLUHkNEgXInc,138,15,10,23,0,14,9,0,0,2,1,0,1,7,0,0,1,42,0,2,0,1,0,0,0,0,5,1,2,1,0,0,0,137,0.99
"*Dundalk Grammar School, Dundalk ",Dundalk Grammar School,ChIJbdK7HAPMYEgR5cfQoqc9pIg,80,15,5,14,0,11,4,0,0,0,0,0,0,9,0,1,0,8,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,73,0.91
"De La Salle Secondary School, Dundalk ",De La Salle College,ChIJx4-grLTOYEgRnskHs4QbXqk,120,11,1,12,0,12,4,1,0,0,0,0,0,4,0,1,0,54,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,106,0.88
"St. Joseph’s Secondary School, Newfoundwell, Drogheda ",St Josephs Secondary School,ChIJr8GcqRU6Z0gRJvAT0npO5Bg,84,6,1,11,0,5,0,0,0,0,0,3,1,8,0,2,0,27,0,1,1,2,0,0,0,0,0,0,0,1,1,1,0,71,0.85
"O Fiaich College, Dublin Road, Dundalk ",O'Fiaich College,ChIJzYxJgBTMYEgRhRJXS-M2UNA,32,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0.81
"St Louis Secondary School, Dundalk ",St Louis Secondary School,ChIJnfeyiKfOYEgRle_fACTAZKM,90,7,4,9,3,8,4,1,0,0,1,2,1,3,0,0,0,22,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,72,0.8
"Ardee Community School, Ardee, Drogheda ",Ardee Community School,ChIJWRvnbVlKZ0gRVaJkPesnXQ8,101,1,1,8,0,8,2,0,0,0,0,1,0,6,0,2,0,39,3,0,4,0,0,0,0,0,1,0,0,1,1,0,1,79,0.78
"Coláiste Ris, Chapel Street, Dundalk ",Coláiste Rís,ChIJF3koAqTOYEgRH3jaXSMARe8,99,3,8,8,1,4,4,2,0,0,0,0,0,1,0,0,0,40,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75,0.76
"Bush Post Primary, Bush, Riverstown, Dundalk ",Bush Post Primary School,ChIJj6eln1hKZ0gRXcRgkT8P2II,91,4,0,12,0,7,2,1,0,0,0,0,0,4,0,3,0,22,1,1,2,0,0,0,1,1,2,0,1,0,0,0,0,64,0.7
"Scoil Uí Mhuirí, Dunleer, Drogheda ",Scoil Ui Mhuiri,ChIJib2--gI0Z0gRx_FV7FGTMSk,86,3,3,3,0,8,0,0,1,0,0,0,0,3,1,0,0,33,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,60,0.7
"Our Lady’s College, Greenhills, Drogheda ",Our Lady's College,ChIJ2WxwiT86Z0gRxDuWSeg-ZCE,157,7,8,19,1,15,0,2,0,0,0,1,1,13,0,1,0,26,0,1,2,0,0,0,0,1,2,0,3,0,0,2,0,105,0.67
"St Mary’s College, St. Mary’s Road, Dundalk ",St Mary's College,ChIJeVOC9KPOYEgRKXkqtvnfNj8,98,2,0,11,0,5,1,0,0,0,0,1,0,3,0,0,0,38,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,65,0.66
"*Drogheda Grammar School, Eden View, Mornington, Drogheda ",Drogheda Grammar School,ChIJiUYDul46Z0gRIUAEsIDoU4Q,42,3,0,5,0,4,3,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,27,0.64
"St Oliver’s Community College, Rathmullen Road, Drogheda ",St Oliver's community College,ChIJv4ZzdpY5Z0gRhdlJYu9Sn6k,178,12,6,18,1,7,2,1,0,0,0,2,2,11,0,3,0,36,2,1,0,1,0,0,0,2,0,0,1,0,0,1,0,109,0.61
"Secondary School, Balla, Castlebar ",Balla Secondary School,ChIJex5iWNlaWUgR0aKBSlnp3vY,32,0,0,1,3,0,13,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,1,2,0,0,3,0,0,0,0,0,34,1.06
"Coláiste Pobail Acla, Polranny, Achill Sound, Mayo ",Coláiste Pobail Acla,ChIJSTHSGiacWUgRnraLwoJGrFc,33,2,1,0,6,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,3,9,1,2,1,0,0,0,0,0,0,0,0,34,1.03
"Scoil na Maighdine Muire, Clochar na Trocaire, Beal an Atha ",Scoil na Maighdine Mhuire,ChIJARw7yalrW0gRMFIcfMVEdbA,87,2,3,19,10,0,11,0,0,0,0,0,1,1,0,1,0,2,13,0,0,15,0,3,4,0,0,2,0,2,0,0,0,89,1.02
"St. Tiernan’s College, Crossmolina, Ballina ",St. Tiernan's College,ChIJ6-gVxz8_WUgR8pcwh860eWE,19,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,1
"Jesus and Mary Secondary School, Gortnor Abbey, Crossmolina ","Jesus & Mary Secondary School, Gortnor Abbey",ChIJu-4lRxQ_WUgRRLowX4EVpCg,82,5,2,8,4,9,10,0,2,0,0,0,0,3,0,3,0,0,12,0,2,12,0,2,0,1,0,0,0,1,0,1,0,77,0.94
"Scoil an Chroi Naofa, Cathair na Mart ",Scoil an Chroi Naofa,ChIJhScOOc5pXEgRh3bhjV2I2fw,79,8,1,4,4,3,20,1,1,0,0,0,0,1,0,3,1,0,11,0,0,10,0,1,0,0,1,3,0,0,0,0,0,73,0.92
"Scoil Muire agus Padraig, Swinford, Co.Mayo ",Scoil Muire agus Padraig,ChIJ54H_QZdNWUgRJ9AX3UEp5-Q,49,1,0,6,4,1,3,2,0,0,0,0,1,0,0,3,0,0,9,0,2,10,0,0,0,0,0,2,0,0,0,0,0,44,0.9
"St Muredach’s College, Sligo Road, Ballina ",St. Muredach's College,ChIJByzASrs3WUgRFZwhmRAefT0,78,5,0,4,7,0,11,0,0,0,0,0,1,3,0,2,1,0,15,0,1,18,0,0,0,0,0,0,0,0,0,0,0,68,0.87
"Scoil Cnocán Mhichil Naofa, Clár Chlainne Mhuiris ",Claremorris,ChIJ4zlDdhL9W0gR0PIxl6nHAAo,92,8,5,2,10,4,17,0,3,0,0,0,2,3,0,2,0,0,10,0,0,3,1,1,2,0,0,6,0,0,1,0,0,80,0.87
"St Gerald’s College, Newport Road, Castlebar ",St. Gerald's College Castlebar,ChIJiacn03hdWUgRpMFfErs_nE4,65,6,2,1,6,1,19,0,0,0,0,0,0,5,0,1,0,0,7,0,0,4,0,0,1,0,0,1,0,1,0,0,0,55,0.85
"Ballyhaunis Community School, Knock Road, Ballyhaunis ",Ballyhaunis Community School,ChIJJ9nOTJ6qXkgR-N-l5Lze62M,89,4,1,0,5,0,13,0,1,0,0,0,0,3,0,4,0,0,25,0,1,12,0,0,1,0,0,3,0,1,0,0,0,74,0.83
"Community School, Convent Road, Ballinrobe ",Ballinrobe Community School,ChIJvQBMPD7nW0gRq4sHCAsoGso,94,2,1,0,7,1,23,0,2,0,1,1,0,2,0,3,0,0,20,0,0,8,1,0,3,0,0,1,0,0,0,0,0,76,0.81
"Our Lady’s Secondary School, Logmore, Belmullet via Ballina ",Our Lady's Secondary School,ChIJteRW3mioWUgRLq14OsVYdns,49,3,0,2,6,2,8,0,0,0,0,0,0,3,0,0,0,0,7,0,2,2,1,0,2,0,0,1,0,0,0,0,0,39,0.8
"St Joseph’s Secondary School, Castlebar ",St Joseph's Secondary School,ChIJR2wof6BdWUgRFuUVUusdRl0,53,3,4,5,7,4,7,0,1,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,42,0.79
"Coláiste Cholmain, Chlar Chlainne Mhuiris ",St Colmans College,ChIJjXHcAj9fQ0gRTMIMfsxjtc0,63,3,1,2,4,1,11,0,0,0,0,0,0,0,0,1,0,0,15,0,0,4,0,1,1,1,0,1,1,0,0,0,0,47,0.75
"St. Louis Community School, Kiltimagh, Claremorris ",St Louis Community School,ChIJtUCAQzlRWUgR4upMfO0gRuY,89,3,3,6,3,2,12,0,0,1,0,0,0,1,0,2,0,0,17,0,0,5,1,0,2,0,1,6,0,1,0,0,0,66,0.74
"Mean Scoil Sancta Maria, Cluain Cearbhan, Cathair na Mart ",Cloyne,ChIJ30uxqmR8Q0gRoPIxl6nHAAo,50,1,1,1,6,4,4,2,0,0,0,1,0,2,0,0,0,0,6,0,0,7,0,0,0,0,0,2,0,0,0,0,0,37,0.74
"St Patrick’s College, Lacken Cross, Killala ",Lacken Cross (Opp St Patricks),ChIJFb8uARg7WUgRa3nG1VC6w_Q,41,0,1,1,0,1,7,0,1,0,0,0,0,2,0,1,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0.71
"Rice College, Westport ",Rice College,ChIJZRYHDJlkWUgREsgK6mNEC6Q,95,5,1,0,12,2,13,1,0,0,0,0,0,4,0,0,0,0,18,0,0,9,0,1,0,1,0,0,0,0,0,0,0,67,0.71
"St Brendan’s College, Belmullet ",St. Brendan's College,ChIJk91_awc8RUgRJK9dvGcUY-Y,55,2,0,1,5,0,4,0,0,0,0,0,0,1,0,0,0,0,12,0,0,3,0,1,6,0,0,3,0,0,0,0,0,38,0.69
"St.Joseph’s Community College, Charlestown ",St Joseph's Community College,ChIJ0ydEOUGyXkgRpKDo3w1fmJU,32,0,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,0,0,0,0,0,0,22,0.69
"Moyne College, Ballina ",Moyne College,ChIJNxMaBJQ3WUgRsTzRRY3JEkc,15,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.67
"St. Joseph’s Secondary School, Foxford ",St Josephs Secondary School,ChIJhwgozUJPWUgRu0KVuAoGQr8,76,4,1,3,6,1,12,0,0,0,1,0,0,2,0,1,0,0,5,0,0,7,0,1,2,0,0,1,1,0,1,0,1,50,0.66
"Davitt College, Springfield, Castlebar, Co.Mayo ",Davitt College VEC,ChIJn5_OaApdWUgRpp_8gbDNmrE,129,6,2,2,19,1,13,1,0,0,0,0,0,1,0,2,1,0,10,1,0,12,0,2,2,0,0,4,0,0,0,0,0,79,0.61
"Coláiste Muire, Tuar Mhic Eadaigh, Clar Chlainne Mhuiris ",Coláiste Muire,ChIJ3dKOTN3eW0gRd7IrtvAfaXU,15,0,0,0,2,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.6
"Scoil Mhuire, Patrick’s Street, Trim ",Scoil Mhuire,ChIJ_YIPtxteZ0gRDOJgwEOo4d4,103,10,8,20,0,33,7,2,0,0,0,9,2,8,1,3,1,2,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,113,1.1
"Loreto Secondary School, St. Michael’s, Navan ",Loreto Secondary School,ChIJ696ZlbNEZ0gRq38VSLkgvSY,109,12,14,19,2,19,6,2,1,0,0,4,3,12,1,2,0,10,1,1,0,1,0,0,0,0,2,0,2,1,0,0,0,115,1.06
"Eureka Secondary School, Convent Of Mercy, Kells ",Eureka Secondary School,ChIJrR0Hn0hbZ0gRDdg7X2JcfAg,99,14,7,15,2,14,4,2,1,0,1,3,0,6,1,2,0,14,3,1,0,1,1,1,1,0,5,0,0,0,0,1,0,100,1.01
"St. Peter’s College, Dunboyne ",St. Peter's College,ChIJ6xig1bptZ0gRmVO7lvyOLqY,152,12,14,20,1,38,3,0,0,0,0,12,1,20,3,1,0,0,2,2,1,1,0,1,0,0,3,0,0,1,0,2,0,138,0.91
"St Ciaran’s Comm. School, Navan Rd., Kells ",St Ciarans Community School,ChIJrR0Hn0hbZ0gR0XOQjVaqj5Q,86,5,3,10,0,11,10,0,0,1,0,2,0,3,1,3,0,14,5,0,1,3,0,0,0,4,0,0,0,0,0,1,0,77,0.9
"St Patrick’s Classical School, Moatlands, Navan ",St Patricks Classical School,ChIJa1VU50VbZ0gRv4HU_SqSXtQ,142,11,4,20,3,25,2,1,0,0,0,7,0,15,0,0,0,22,2,2,1,2,0,0,2,3,0,0,1,1,1,2,0,127,0.89
"Boyne Community School, Dublin Road, Trim ",Boyne Community School,ChIJxZz1rgReZ0gR6fX9KlivnSg,113,8,5,7,1,26,1,0,0,0,0,10,0,16,1,2,0,2,3,5,4,1,0,0,0,5,0,0,2,0,0,0,0,99,0.88
"Coláiste San Froinsias, Baile Mhic Gormain ",Gormanston,ChIJGc36hsg8Z0gR3sUgSz8vZa8,53,1,4,7,1,7,0,1,0,0,0,2,2,6,0,2,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,43,0.81
"Ratoath College, Jamestown, Ratoath ",Ratoath College,ChIJn6M3YhNrZ0gRquqq8EfqXo4,158,9,14,23,0,34,2,0,0,0,0,10,1,20,1,0,1,4,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,126,0.8
"Colaiste Pobail Ráth Chairn, Rath Cairn, Ath Buí ",Coláiste Pobail Rathcairn,ChIJddL5xDFfZ0gRFO6AkFSKdAc,19,2,1,2,0,4,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.79
"St Oliver’s Post Primary Sch., Oldcastle ",St Oliver Post Primary,ChIJtS3M9k77XUgRlrOQs25p3r0,86,7,1,6,0,12,4,2,0,0,0,2,1,8,0,5,0,4,8,1,1,1,1,0,1,0,1,0,0,0,0,0,0,66,0.77
"Dunshaughlin Community College, Dunshaughlin ",Dunshaughlin Community College,ChIJAbkrSH9pZ0gRon1i59TeZIE,170,16,5,24,3,22,5,3,0,0,0,13,2,19,1,2,0,7,0,0,1,0,1,0,0,0,2,0,2,0,1,1,0,130,0.76
"Coláiste na Hinse, Bettystown ",Colaiste Na Hinse,ChIJc4v52i47Z0gR7ueVTS8TepM,120,6,5,22,1,10,0,0,0,0,0,1,2,13,0,1,0,13,2,3,1,0,0,0,0,0,0,0,3,0,0,2,0,85,0.71
"O’Carolan College, Nobber, Kells ",O'Carolan College,ChIJsygIAhdSZ0gR90HSsVPoKz4,95,4,3,9,1,14,1,2,0,0,0,1,0,4,0,1,0,14,2,3,2,2,0,1,0,1,0,0,1,0,0,0,1,67,0.71
"Ashbourne Community School, Deerpark, Ashbourne ",Ashbourne Community School,ChIJNSUMYeoUZ0gRkX5jxqKNOaA,196,8,13,36,1,13,1,0,0,0,0,10,10,31,1,2,2,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,137,0.7
"St Joseph’s Mercy Secondary School, Brews Hill, Navan ",St Josephs Mercy Secondary School,ChIJlaO5U0tbZ0gR8xRoyOjh5cA,140,3,5,23,0,17,4,1,0,0,1,7,0,13,0,1,0,10,0,1,1,2,0,1,0,1,2,0,0,0,1,3,0,97,0.69
"Athboy Community School, Athboy ",Athboy Community School,ChIJGw_3pOP1XUgRzH9bCs56J9M,129,4,1,6,1,10,9,0,1,0,0,6,0,9,0,6,0,5,2,0,3,0,1,0,1,0,0,0,1,0,2,0,0,68,0.53
"Beaufort College, An Uaimh ",Beaufort College,ChIJ8YmunlNbZ0gRAQ0qkoDo7iI,84,1,1,3,0,5,0,0,0,0,0,11,0,2,0,1,0,13,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,43,0.51
"St. Fintina’s Post Primary, Longwood, Enfield ",Coláiste Chlavin,ChIJZTYSybWJXUgR8SVOGP6EzLo,50,1,2,0,1,8,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,21,0.42
"St Louis Secondary School, Monaghan ",St Louis Secondary School,ChIJPw7LHESfYEgRcsLAyI-4pW0,53,8,2,11,1,0,7,0,1,1,1,0,0,3,0,2,1,10,1,0,0,4,0,3,0,1,0,0,1,0,0,0,0,58,1.09
"Coláiste Oiriall, An Champas Oideachais, Cnoc an Chonnaidh, Muineachán ",Coláiste Oiriall,ChIJjyxdtMyYYEgR9UVhZztvca0,53,7,1,8,0,2,5,1,1,2,4,0,0,3,0,1,0,8,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,50,0.94
"St. Macartan’s College, Monaghan ",St Macartan's College,ChIJVyzSHESfYEgRpXZ68OvAbHI,98,12,0,14,2,6,5,0,0,4,0,1,0,8,0,0,0,20,4,1,0,1,0,3,1,0,0,0,0,0,0,0,0,82,0.84
"Beech Hill College, Monaghan ",Beech Hill College,ChIJPw7LHESfYEgRm53R9yFc46w,83,6,1,9,0,3,4,0,1,0,0,4,0,5,0,0,0,19,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,69,0.83
"Clochar Naomh Lughaidh, Carraig Mhachaire Rois ",Carrickmacross,ChIJA5cNXTCyYEgRQOkxl6nHAAo,102,8,3,23,1,5,5,1,2,0,0,0,0,4,1,1,0,14,1,2,2,1,0,6,0,0,0,3,0,0,0,0,0,83,0.81
"An Ghairmscoil Inver College, Carraig Mhachaire Rois ",Inver College,ChIJ1ckK7SWyYEgRuYEo6KZgSR0,63,1,0,4,0,2,1,0,0,0,0,0,1,1,0,1,1,27,4,0,0,0,0,2,0,0,0,0,1,0,0,2,0,48,0.76
"Our Lady’s Secondary School, Laurel Hill, Castleblayney ",Our Ladys Secondary School,ChIJN2HkjgC7YEgR6VJoLG90lEE,111,11,8,14,3,3,5,0,1,0,1,0,0,2,0,0,0,22,1,0,1,10,0,1,0,0,0,0,0,0,0,0,0,83,0.75
"Coláiste Pobal, Beal Atha Beithe ",Ballybay,ChIJJZs_LhikYEgRQUZ-llOXBGI,37,3,0,3,2,2,0,0,0,0,0,0,0,3,1,1,0,4,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,26,0.7
"*Monaghan Collegiate School, Corlatt, Monaghan ",Monaghan Collegiate School,ChIJrasl9JqnYEgRRNrUhilh-7Q,30,2,2,2,0,2,2,0,2,1,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,21,0.7
"Largy College, Clones ",Largy College,ChIJOe1G2VUYXkgRd2IuYAdQmCQ,73,3,1,13,0,2,5,0,0,0,1,0,0,9,0,0,1,3,3,0,0,5,0,2,0,0,0,1,0,0,1,0,0,50,0.68
"Ard Sc na mBraithre N Padraig, Carraig Mhachaire Rois ",South Carolina,ChIJ49ExeWml-IgRnhcF9TKh_7k,84,10,2,9,0,6,1,1,0,0,0,0,0,4,0,0,1,13,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,54,0.64
"Castleblayney College, Castleblayney ",Castleblayney College,ChIJlfUOtlS6YEgR6zJoJAHGsfw,44,1,1,5,1,2,1,0,1,0,0,0,0,1,0,0,0,9,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,28,0.64
"Banagher College Coláiste na Sionna, Banagher Community College, Banagher ",Banagher College - Coláiste na Sionna,ChIJi7ip2QpZXEgRr1jrNFKKZ0w,65,2,1,2,6,1,5,1,1,0,0,1,0,2,0,14,0,0,9,0,3,3,0,0,4,6,0,6,0,0,0,0,0,67,1.03
"St. Mary’s Secondary School, Edenderry, Co.Offaly ",St Marys Secondary School,ChIJmektSE6FXUgRnjyqVGMinx4,80,8,4,3,2,20,1,0,0,0,0,1,0,7,0,18,2,5,1,0,4,1,0,0,0,3,1,0,1,0,0,0,0,82,1.03
"Coláiste Naomh Cormac, Cill Chormac, Birr ",Colaiste Naomh Cormac,ChIJm8EnGSNVXEgRbvKyQWrMm3s,28,4,0,1,0,4,2,0,1,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,27,0.96
"Sacred Heart Secondary School, Daingean Road, Tullamore ",Sacred Heart School,ChIJzTVF1JqlXUgR3PN0Ly1KJnY,100,13,1,10,11,5,10,3,0,0,0,0,0,2,0,15,0,0,8,0,3,1,0,2,1,2,0,2,0,2,0,0,0,91,0.91
"Gallen Community School, Ferbane ",Gallen Community School,ChIJlVUpjC9SXEgRGIxKVluoPVQ,64,1,2,1,3,6,8,0,0,0,0,0,0,1,0,21,0,1,5,0,1,2,0,0,2,2,0,1,0,0,1,0,0,58,0.91
"Tullamore College, Riverside, Tullamore ",Tullamore College,ChIJicEWR4WlXUgRy2QNizfHk2s,64,0,2,0,4,6,4,0,0,0,0,0,1,1,1,18,0,0,3,0,2,2,0,0,3,1,0,2,0,0,0,1,0,51,0.8
"St Brendan’s Community School, Cappaneale, Birr ",St Brendan's Community School,ChIJc0kOMoj3XEgRcVctwf8_Lrw,157,9,3,3,13,4,16,2,1,0,0,0,0,3,0,13,2,1,9,0,3,0,0,0,13,12,0,10,0,1,0,0,0,118,0.75
"Killina Secondary School, Rahan, Tullamore ",Killina Presentation Secondary School,ChIJ_Z3QiKavXUgRL3i9R6l7FJg,79,1,1,2,8,2,6,0,0,0,0,0,0,1,0,12,1,1,4,1,6,1,0,0,3,3,0,1,0,1,0,0,0,55,0.7
"Coláiste Choilm, Tulach Mhor ",Coláiste Choilm,ChIJUWfgx46lXUgR_-vnbJUlvsI,92,6,2,3,5,11,11,0,0,0,0,0,0,1,0,8,0,0,9,0,1,2,0,0,2,1,1,1,0,0,0,0,0,64,0.7
"Ard Scoil Chiarain Naofa, Frederick St, Clara ",Ardscoil Chiarain Naofa,ChIJw6LDmuyxXUgREoIjVvplFGY,26,0,1,0,2,1,0,0,1,0,0,0,0,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0.62
"Oaklands Community College, Sr. Senan Avenue, Edenderry ",Oaklands Community College,ChIJ_5lCQ7SaXUgRKIkF5YFicuA,58,1,1,2,0,7,0,0,0,0,0,1,0,3,0,6,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,26,0.45
"Castlerea Community School, Castlerea ",Castlerea Community School,ChIJodeSROsdXEgRbf-S_xcfiZA,35,0,1,5,3,0,7,0,1,0,0,0,0,5,0,5,0,0,13,1,0,8,0,1,0,1,0,1,0,0,0,0,0,52,1.49
"CBS Roscommon, Abbeytown, Galway Road, Roscommon ",Abbeytown,ChIJGbnC_bE8XEgRpsiBhhwEnIQ,37,4,0,0,0,1,13,0,0,0,0,1,0,2,0,5,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,37,1
"Mean Scoil Muire Gan Smal, Clochar na Trocaire, Roscomain ",Scoil Muire gan Smal,ChIJ25b9X7I8XEgRrKE3KVekcqI,87,10,3,8,7,4,19,0,1,0,0,0,0,3,0,11,0,0,9,0,0,3,0,1,0,0,0,4,0,0,0,0,0,83,0.95
"Abbey Community College, Boyle ",Abbey Community College,ChIJpwWuHf2ZXkgRcxexsmiAD58,65,1,1,3,4,3,8,0,3,0,0,0,0,0,1,0,0,1,8,0,1,12,0,0,4,1,3,2,0,0,0,0,0,56,0.86
"Scoil Mhuire, Clochar na Trocaire, Strokestown, Roscommon ",Scoil Mhuire,ChIJI1FiqHkoXEgRcgBbYeAVCNc,77,2,0,3,1,2,17,0,2,0,0,0,1,2,1,4,0,0,12,0,1,13,0,0,2,0,0,0,0,0,0,0,0,63,0.82
"Coláiste Naithi Naofa, Bealach A Dóirín ",Cannot find the name,No Data,115,7,1,2,11,4,11,0,2,0,0,0,0,4,0,6,0,0,16,0,0,9,0,4,4,0,0,0,1,1,0,0,0,83,0.72
"Vocational School, Lisnamult, Roscommon, ",Roscommon Community College,ChIJEQeB27M8XEgRidM3Co458DQ,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,7,0,1,1,0,1,0,1,0,0,0,0,0,0,0,22,0.71
"Elphin Community College, Elphin, Castlerea ",Elphin Community College,ChIJIe8IebKdXkgR_Eq2qovFHYM,29,0,0,0,1,0,3,0,0,0,0,0,0,2,0,3,0,0,4,0,0,2,0,2,1,1,0,0,0,0,0,0,0,19,0.66
"Coláiste Muire, Ballymote ",Colaiste Muire,ChIJCR9EdgO_XkgRnBxpJcho8Mg,37,1,1,4,0,5,11,1,2,0,0,0,0,3,0,0,0,0,0,0,1,17,0,1,0,1,0,0,0,0,0,0,0,48,1.3
"Ursuline College, Finisklin, Sligo ",Ursuline Convent,ChIJqRrrpi_oXkgRbnMkjEc7SRA,108,6,4,11,0,14,23,3,4,0,0,0,0,4,0,1,1,0,4,1,1,28,1,3,2,0,3,0,0,0,0,0,0,114,1.06
"Coola Post Primary School, Riverstown, via Boyle ",Coola Post Primary School,ChIJQYdk0ieVXkgR6Xt6PSflG-0,42,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,4,0,0,0,0,0,0,0,0,0,41,0.98
"St. Mary’s College, Ballysadare ",St Marys College,ChIJq3MEyfLBXkgRGrQcEqlYQXY,47,2,2,10,1,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,43,0.91
"Summerhill College, College Road, Sligo ",Summerhill College,ChIJLX1yXCC3XkgRy_bryj6Eu_E,131,9,3,9,2,11,13,0,3,0,0,0,0,2,0,2,1,0,3,0,0,55,0,2,1,0,0,0,0,0,0,0,0,116,0.89
"St Attracta’s Community School, Tubbercurry ",St Attractas Community School,ChIJdfn9apS2XkgRUwWywjl7HBQ,93,7,3,5,4,10,14,1,3,0,0,0,0,3,0,1,0,1,9,0,1,11,0,1,2,1,1,0,0,0,0,0,0,78,0.84
